,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
55,885000.0,4,2.5,2830.0,2,0,0,9,2830,0,1995,0,1950,5000
56,292500.0,4,2.5,2250.0,2,0,0,7,2250,0,2008,0,2250,4500
57,301000.0,3,2.5,2420.0,2,0,0,8,2420,0,2003,0,2690,4750
58,951000.0,5,3.25,3250.0,2,0,4,8,3250,0,1968,0,2960,11044
59,430000.0,4,3.0,1850.0,2,0,0,8,1850,0,1991,0,2270,8542
60,650000.0,3,2.25,2150.0,1,0,3,8,1590,560,1959,0,2570,18900
61,289000.0,3,1.75,1260.0,1,0,0,7,1260,0,1954,0,1290,8750
62,505000.0,3,1.75,2519.0,2,0,0,8,2519,0,1973,0,2500,9500
63,549000.0,3,1.75,1540.0,3,0,0,8,1540,0,2014,0,1580,3090
64,425000.0,3,2.25,1660.0,1,0,0,7,1110,550,1979,0,1440,4080
65,317625.0,3,2.75,2770.0,1,0,0,7,1770,1000,1925,0,1440,4000
66,975000.0,4,2.5,2720.0,2,0,0,10,2720,0,1989,0,2750,11049
67,287000.0,4,2.5,2240.0,2,0,0,7,2240,0,2005,0,2221,4557
68,204000.0,3,1.0,1000.0,1,0,0,7,1000,0,1968,0,1010,12635
69,1325000.0,5,2.25,3200.0,1,0,0,8,1600,1600,1965,0,3390,20158
70,1040000.0,5,3.25,4770.0,1,0,0,11,3070,1700,1973,0,3530,38917
71,325000.0,3,2.0,1260.0,1,0,0,7,1260,0,1972,0,1640,4745
72,571000.0,4,2.0,2750.0,1,0,0,7,2250,500,1916,0,1510,7807
73,360000.0,4,2.5,2380.0,2,0,0,8,2380,0,2005,0,2420,5000
74,349000.0,3,1.75,1790.0,1,0,0,7,1090,700,1965,0,1940,50529
75,832500.0,4,4.0,3430.0,2,0,0,10,2390,1040,1986,0,3240,35020
76,380000.0,4,1.75,1760.0,1,0,0,7,880,880,1956,0,1680,7500
77,480000.0,3,1.0,1040.0,1,0,0,7,1040,0,1941,0,890,5060
78,410000.0,3,1.0,1410.0,1,0,0,7,910,500,1956,0,1130,5693
79,720000.0,4,2.5,3450.0,2,0,0,10,3450,0,2002,0,3350,39750
80,390000.0,3,2.5,2350.0,2,0,0,8,2350,0,2003,0,2350,5363
81,360000.0,4,2.5,1900.0,2,0,0,7,1900,0,1992,0,1870,6405
82,355000.0,2,1.0,2020.0,1,0,0,7,1010,1010,1948,0,1720,6720
83,356000.0,3,1.5,1680.0,1,0,0,8,1680,0,1964,0,1850,8797
84,315000.0,3,1.0,960.0,1,0,0,6,960,0,1952,0,1570,7203
85,940000.0,3,1.5,2140.0,2,0,0,9,1900,240,1925,0,2020,4800
86,305000.0,5,2.25,2660.0,1,0,0,7,2660,0,1961,0,1590,8165
87,461000.0,3,3.25,2770.0,2,0,0,9,1980,790,2006,0,1900,7349
88,215000.0,2,2.25,1610.0,2,0,0,7,1610,0,1979,0,1950,2025
89,335000.0,2,1.75,1030.0,2,0,0,7,765,265,2006,0,1030,1106
90,243500.0,4,2.5,1980.0,2,0,0,7,1980,0,1988,0,1980,7510
91,1099880.0,5,2.75,3520.0,2,0,0,10,3520,0,2001,0,2520,6250
92,153000.0,3,1.0,1200.0,1,0,0,7,1200,0,1962,0,1350,10500
93,430000.0,3,1.5,1580.0,1,0,0,8,1290,290,1939,0,1570,4500
94,700000.0,3,1.5,1580.0,1,0,0,8,1290,290,1939,0,1570,4500
95,905000.0,4,2.5,3300.0,1,0,0,7,2390,910,1946,1991,1950,6045
96,247500.0,3,1.75,1960.0,1,0,0,7,1960,0,1967,0,1750,15616
97,199000.0,4,1.5,1160.0,1,0,0,7,1160,0,1975,0,1160,6400
98,314000.0,3,1.75,1810.0,1,0,0,7,1210,600,1980,0,1650,135036
99,437500.0,3,2.5,2320.0,2,0,2,9,2320,0,1992,0,2550,35065
100,850830.0,3,2.5,2070.0,1,0,0,9,1270,800,1910,0,2200,4500
101,555000.0,3,2.0,1980.0,1,0,0,7,1440,540,1929,0,1610,3478
102,699950.0,3,2.25,2190.0,2,0,0,8,2190,0,1983,0,2570,47777
103,1088000.0,3,2.5,2920.0,2,0,0,8,2920,0,1950,2010,2370,8113
104,290000.0,3,1.0,1210.0,1,0,0,7,1210,0,1954,0,1640,14910
105,375000.0,3,2.5,2340.0,1,0,0,8,1460,880,1978,0,2250,8162
106,460000.0,3,1.0,1670.0,1,0,0,7,1170,500,1939,0,1240,4005
107,188500.0,2,1.75,1240.0,1,0,0,8,1240,0,1985,0,1270,4966
108,680000.0,4,2.5,3140.0,2,0,0,10,3140,0,1991,0,2990,35001
109,470000.0,5,1.75,2030.0,2,0,0,7,2030,0,1942,0,2500,9433
110,597750.0,4,2.5,2310.0,2,0,0,8,2310,0,1984,0,1940,9636
111,570000.0,3,1.75,1260.0,1,0,0,6,700,560,1905,0,1380,3536
112,272500.0,3,1.75,1540.0,1,0,0,7,1160,380,1980,0,1540,11656
113,329950.0,3,1.75,2080.0,1,0,2,7,1080,1000,1971,0,2090,5500
114,480000.0,4,2.5,3230.0,2,0,3,9,2520,710,2001,0,2640,8517
115,740500.0,3,3.5,4380.0,2,0,0,8,2780,1600,1900,1999,1830,6350
116,518500.0,3,3.5,1590.0,3,0,0,8,1590,0,2010,0,1620,3166
117,205425.0,2,1.0,880.0,1,0,0,6,880,0,1945,0,1190,6780
118,171800.0,4,2.0,1570.0,1,0,0,6,1570,0,1950,0,1880,9000
119,535000.0,4,1.0,1610.0,1,0,0,7,1610,0,1925,0,1610,4040
120,660000.0,3,2.5,2400.0,1,0,2,8,1560,840,1964,0,2340,10856
121,391500.0,3,2.0,1450.0,1,0,0,7,1450,0,1987,0,1580,9104
122,395000.0,2,1.0,770.0,1,0,0,6,770,0,1953,0,1710,6000
123,445000.0,4,1.75,2100.0,1,0,0,7,1720,380,1924,0,1850,4400
124,770000.0,3,2.25,2910.0,2,0,0,9,2910,0,1990,0,2700,13992
125,1450000.0,4,2.75,2750.0,1,0,0,8,1980,770,1914,1992,3060,11275
126,445000.0,3,2.25,2100.0,1,0,2,8,1620,480,1967,0,2660,8712
127,260000.0,4,2.25,2160.0,1,0,0,8,1360,800,1978,0,2090,8400
128,822500.0,5,3.5,2320.0,2,0,0,7,1720,600,1926,0,1700,4960
129,430000.0,4,2.5,2070.0,2,0,0,7,2070,0,2004,0,1970,3748
130,212000.0,3,1.75,1060.0,1,0,0,7,1060,0,1986,0,1420,7680
131,660500.0,4,2.25,2010.0,1,0,0,8,1440,570,1986,0,2060,9793
132,784000.0,3,3.5,3950.0,1,0,0,9,2460,1490,1989,0,2480,88500
133,453246.0,3,2.5,2010.0,2,0,0,8,1390,620,2014,0,1690,1662
134,675000.0,4,3.5,2140.0,3,0,0,9,2140,0,2005,0,1540,2285
135,199000.0,3,1.75,1320.0,1,0,0,7,1320,0,1956,0,1550,19265
136,220000.0,4,1.75,2020.0,1,0,0,7,1010,1010,1968,0,1750,8140
137,452000.0,4,2.25,2590.0,1,0,0,8,1340,1250,1968,0,1550,10436
138,382500.0,2,1.0,1190.0,1,0,0,6,1190,0,1981,0,1060,5715
139,519950.0,3,2.25,1170.0,3,0,0,8,1170,0,2014,0,1350,1310
140,665000.0,2,1.0,1110.0,1,0,0,7,1110,0,1925,0,1170,3600
141,527700.0,5,2.5,2820.0,1,0,0,8,1550,1270,1968,0,2820,9375
142,205000.0,3,1.0,1610.0,1,0,0,7,1010,600,1962,0,1610,8579
143,420000.0,3,1.0,1060.0,1,0,0,7,940,120,1923,0,1560,7940
144,500000.0,4,2.25,2030.0,1,0,0,8,1380,650,1961,0,2230,8824
145,921500.0,4,2.5,3670.0,2,0,0,9,3670,0,1994,0,2840,87991
146,890000.0,4,1.0,2550.0,2,0,0,8,2370,180,1905,0,2200,4000
147,430000.0,2,2.5,2420.0,2,0,0,7,2420,0,2007,0,1940,193842
148,258000.0,5,2.0,2260.0,1,0,0,8,1130,1130,1960,0,1360,18000
149,511000.0,3,1.0,1430.0,1,0,0,7,980,450,1947,0,1450,4599
150,532170.0,3,2.0,1360.0,2,0,0,8,1360,0,1990,0,1500,3090
151,560000.0,3,1.0,1110.0,1,0,0,7,1110,0,1947,0,1420,5000
152,282950.0,3,1.0,1250.0,1,0,0,7,1250,0,1954,0,1680,8633
153,2250000.0,4,3.25,5180.0,2,0,3,12,3540,1640,2006,0,3160,9750
154,350000.0,1,1.0,700.0,1,0,0,7,700,0,1942,0,1010,5100
155,215000.0,3,1.0,1180.0,1,0,0,7,1180,0,1967,0,1190,7669
156,650000.0,5,3.5,3960.0,2,0,0,9,2500,1460,1996,0,2640,13675
157,320000.0,4,2.75,2640.0,1,0,0,8,1620,1020,1967,0,1980,7875
158,247000.0,3,2.0,1270.0,1,0,0,7,1270,0,1916,2013,1160,7198
159,320000.0,4,1.75,1760.0,1,0,0,8,1760,0,1968,0,1730,11180
160,255000.0,5,2.25,2060.0,1,0,0,7,1030,1030,1962,0,1010,11680
161,438000.0,3,1.75,1780.0,1,0,0,7,1780,0,1962,0,1200,9660
162,900000.0,3,2.5,3400.0,2,0,0,10,3400,0,2000,0,3400,12601
163,441000.0,3,2.75,1910.0,1,0,0,7,1160,750,1979,0,1710,8152
164,420000.0,3,2.0,2020.0,1,0,0,7,1010,1010,1975,0,2110,36590
165,370000.0,3,1.75,1580.0,1,0,0,7,1180,400,1976,0,1640,7500
166,269950.0,2,1.75,1340.0,1,0,0,5,700,640,1949,0,1830,9750
167,807100.0,4,2.5,2680.0,2,0,0,9,2680,0,1999,0,2920,4500
168,653000.0,3,2.5,2680.0,1,0,0,8,1610,1070,1979,0,2480,8750
169,371500.0,3,2.0,1370.0,1,0,0,7,1370,0,1964,0,1770,7288
170,284000.0,3,1.75,1560.0,1,0,0,7,1560,0,1954,0,1070,7920
171,272000.0,3,1.75,2160.0,1,0,0,7,1670,490,1978,0,1930,7350
172,313000.0,3,1.5,1340.0,1,0,0,7,1340,0,1955,0,1480,7940
173,917500.0,4,2.5,3880.0,2,0,0,10,2570,1310,1984,0,3740,35230
174,673000.0,4,2.25,2590.0,2,0,0,8,2590,0,1980,0,2260,8335
175,425000.0,3,2.5,1120.0,2,0,0,8,820,300,2008,0,1590,1795
176,399950.0,5,2.75,1970.0,1,0,0,7,1320,650,1986,0,1280,2150
177,385000.0,3,1.0,1220.0,1,0,0,6,1220,0,1901,0,1200,4800
178,269950.0,3,1.5,1950.0,1,0,2,7,1320,630,1975,0,1950,8941
179,330000.0,2,1.0,1350.0,1,0,0,7,1060,290,1949,0,1540,8280
180,260000.0,3,2.5,1670.0,2,0,0,7,1670,0,1988,0,1670,6183
181,470000.0,4,3.0,2380.0,1,0,0,7,1680,700,1925,0,1410,5375
182,589000.0,4,3.0,2440.0,2,0,0,7,2440,0,1961,0,2290,9600
183,163500.0,2,1.5,1050.0,2,0,0,7,1050,0,1996,0,1050,3417
184,835000.0,4,2.75,3130.0,2,0,0,9,2140,990,1993,0,2260,9984
185,1095000.0,5,3.0,4090.0,1,0,2,10,2090,2000,1986,0,2540,10270
186,269000.0,4,1.75,1490.0,1,0,0,8,1100,390,1969,0,2190,8910
187,560000.0,3,2.5,1900.0,2,0,0,8,1900,0,1987,0,2030,8744
188,615000.0,4,1.0,1330.0,1,0,0,6,1330,0,1901,0,1330,4400
189,585188.0,3,2.25,2230.0,1,0,0,8,1430,800,1975,0,2230,9340
190,305000.0,3,1.75,1650.0,1,0,0,7,1220,430,1977,0,1540,8400
191,166950.0,3,1.0,1190.0,1,0,0,6,1190,0,1959,0,1230,7980
192,799000.0,3,2.5,2140.0,1,0,0,8,2140,0,1959,0,2680,10083
193,400000.0,3,2.5,2180.0,1,0,0,7,1420,760,1962,0,1900,7818
194,230000.0,3,1.0,1060.0,1,0,0,7,1060,0,1948,0,1570,10228
195,256883.0,3,2.5,1690.0,2,0,0,8,1690,0,2003,0,2550,5001
196,423000.0,4,2.0,1970.0,1,0,0,7,1130,840,1920,0,1500,6480
197,465000.0,3,2.5,2150.0,2,0,0,8,2150,0,2007,0,1750,2385
198,440000.0,3,2.5,1910.0,2,0,0,7,1910,0,1997,0,2330,67268
199,385000.0,3,1.75,1350.0,1,0,0,7,1350,0,1969,0,1560,50965
200,210000.0,3,1.0,860.0,1,0,0,6,860,0,1943,0,1300,9514
201,297000.0,3,2.5,1940.0,2,0,0,8,1940,0,1994,0,2030,10450
202,470000.0,3,1.0,1010.0,1,0,0,7,1010,0,1952,0,1680,5000
203,226500.0,3,1.5,1300.0,1,0,0,7,900,400,1976,0,1430,7500
204,274250.0,3,1.0,910.0,1,0,0,6,910,0,1962,0,1400,8040
205,840000.0,4,1.75,2480.0,1,0,0,9,1630,850,1966,0,2770,10744
206,677900.0,3,2.5,2440.0,2,0,0,8,2440,0,2010,0,2750,4587
207,425000.0,3,1.0,1010.0,1,0,0,7,1010,0,1915,0,1290,5000
208,180250.0,2,0.75,900.0,1,0,0,6,900,0,1941,0,1250,14280
209,464000.0,6,3.0,2300.0,2,0,0,7,1600,700,1920,1994,1560,1312
210,320000.0,4,2.25,1550.0,2,0,0,8,1550,0,1993,0,1630,6397
211,625504.0,3,2.25,1270.0,2,0,0,8,1060,210,2014,0,1160,1327
212,592500.0,4,2.5,2240.0,1,0,0,9,2240,0,1983,0,2520,12368
213,465000.0,3,2.5,2714.0,2,0,0,9,2714,0,2005,0,2590,18386
214,477000.0,4,2.75,1720.0,2,0,0,8,1720,0,1978,0,2130,8700
215,280000.0,2,1.0,850.0,1,0,0,6,850,0,1923,0,1100,14459
216,1505000.0,5,3.0,3300.0,1,0,3,9,1870,1430,1957,1991,3836,20953
217,445838.0,3,2.5,2250.0,2,0,0,8,2250,0,2000,0,1320,5390
218,1072000.0,2,2.25,3900.0,1,0,3,8,1950,1950,1947,0,2580,5184
219,467000.0,2,1.5,1320.0,1,0,0,8,1320,0,1947,0,2120,12040
220,686000.0,4,2.5,2760.0,2,0,0,10,2760,0,1999,0,3070,8127
221,279950.0,3,2.0,1750.0,1,0,0,7,1350,400,1961,0,1900,10125
222,527000.0,4,2.25,2330.0,2,0,0,8,2330,0,1987,0,1910,10055
223,325000.0,3,2.25,2220.0,1,0,0,8,1780,440,1966,0,2080,9583
224,328000.0,3,2.25,2020.0,2,0,0,7,2020,0,1994,0,2020,8031
225,390000.0,3,2.25,1250.0,1,0,0,7,1250,0,1942,0,1280,7392
226,479950.0,2,2.0,1510.0,1,0,0,8,1510,0,2005,0,1640,6009
227,264950.0,4,2.25,1720.0,1,0,0,7,1120,600,1978,0,1510,9753
228,235000.0,3,1.0,1430.0,1,0,0,7,980,450,1961,0,1960,13068
229,516500.0,3,2.5,1480.0,2,0,0,7,1480,0,2004,0,2250,4729
230,655000.0,2,1.75,1450.0,2,1,4,7,1230,220,1915,1978,2030,13193
231,500000.0,4,2.75,2280.0,1,0,0,7,2280,0,1960,0,2280,15347
232,315000.0,6,2.75,2940.0,1,0,0,8,1780,1160,1978,0,2120,8236
233,213000.0,2,1.0,1000.0,1,0,0,6,1000,0,1961,0,1150,13702
234,475000.0,3,1.5,2480.0,1,0,0,7,1620,860,1947,0,2090,4800
235,1025000.0,5,4.0,3760.0,2,0,0,10,3760,0,1983,0,3430,35096
236,416000.0,3,2.0,2220.0,1,0,0,7,1640,580,1976,0,2070,80100
237,410000.0,4,1.0,1970.0,1,0,0,7,1670,300,1904,2005,1510,4740
238,800000.0,3,3.5,3830.0,2,0,0,10,3530,300,1993,0,2920,148539
240,225000.0,3,1.75,1430.0,1,0,0,7,1430,0,1968,0,1190,8640
241,210000.0,2,1.0,830.0,1,0,0,6,830,0,1940,0,830,4960
242,455000.0,2,1.0,1430.0,1,0,0,7,1430,0,1925,0,1450,3750
243,225000.0,3,1.0,1300.0,1,0,0,6,1300,0,1954,0,1260,8316
244,480000.0,2,1.0,1030.0,1,0,2,7,790,240,1918,0,1390,3060
245,363000.0,3,2.5,2740.0,2,0,0,9,2740,0,1990,0,2570,10377
246,2400000.0,4,2.5,3650.0,1,1,4,9,1830,1820,2000,0,3120,18841
247,181000.0,2,1.5,720.0,1,0,0,6,720,0,1954,0,1150,2566
248,250000.0,4,2.0,2010.0,1,0,0,7,2010,0,1976,0,2010,7650
249,481000.0,3,1.75,1560.0,1,0,0,6,770,790,1918,0,1390,3000
250,260000.0,3,2.0,1810.0,1,0,0,7,1240,570,1978,0,1750,7209
251,455000.0,4,2.5,3360.0,2,0,0,9,3360,0,2001,0,3060,6567
252,415000.0,3,2.25,1510.0,2,0,0,8,1510,0,1991,0,1730,36224
253,349500.0,3,1.0,1400.0,1,0,0,7,800,600,1953,0,1620,6331
254,245000.0,3,2.5,1730.0,2,0,0,7,1730,0,1987,0,1630,6458
255,592500.0,2,2.0,1420.0,1,0,2,7,1420,0,1928,0,1420,6816
256,385000.0,4,1.75,2360.0,1,0,0,7,1180,1180,1955,0,1910,7620
257,315000.0,3,1.75,1580.0,1,0,0,7,1200,380,1974,0,1550,10650
258,255000.0,3,1.0,1230.0,1,0,0,7,1230,0,1979,0,1380,10098
259,693000.0,4,2.5,2460.0,2,0,0,8,2460,0,2006,0,2990,5659
260,780000.0,3,1.0,1660.0,1,0,0,8,1460,200,1911,0,1660,4400
261,237000.0,3,1.75,1270.0,1,0,0,7,1270,0,1960,0,1600,8470
262,525000.0,3,2.25,2100.0,2,0,0,10,1320,780,1979,0,2380,33450
263,425000.0,2,1.0,770.0,1,0,0,5,770,0,1930,0,1330,2580
264,369900.0,1,0.75,760.0,1,1,4,5,760,0,1936,0,1230,14267
265,290000.0,4,2.5,1700.0,2,0,0,7,1700,0,1988,0,1950,7475
266,285000.0,3,1.0,1120.0,1,0,0,7,1120,0,1954,0,1130,6350
267,415000.0,2,1.0,1070.0,1,0,0,7,1070,0,1937,0,1320,4465
268,272500.0,3,2.5,2070.0,1,0,0,8,1420,650,1979,0,2070,8250
269,2900000.0,4,3.25,5050.0,1,0,2,11,4750,300,1982,2008,3890,20060
270,1365000.0,4,4.75,5310.0,2,0,0,11,5310,0,1989,0,4180,47443
271,436000.0,2,1.0,1040.0,1,0,0,7,1040,0,1939,0,1440,7530
272,210000.0,3,1.0,1700.0,1,0,0,7,1700,0,1967,0,1350,8164
273,236000.0,3,1.0,1300.0,1,0,0,7,1300,0,1961,0,1320,7619
274,331000.0,3,1.75,1080.0,1,0,0,7,580,500,1954,2003,1440,2225
275,365000.0,3,2.5,2653.0,2,0,0,8,2653,0,2006,0,2653,4927
276,450000.0,3,2.0,2290.0,1,0,0,8,2290,0,1960,0,1660,10530
277,770000.0,4,2.75,3820.0,2,0,0,9,2850,970,2014,0,1860,12136
278,455000.0,4,2.5,2210.0,1,0,0,8,2210,0,1997,0,2670,49385
279,405000.0,3,1.75,2390.0,1,0,0,6,1240,1150,1908,0,2020,6000
280,304900.0,4,1.75,2600.0,1,0,0,7,1610,990,1969,0,1720,11088
281,170000.0,2,1.0,860.0,1,0,0,6,860,0,1931,0,1650,8775
282,2050000.0,5,3.0,3830.0,2,0,1,9,2630,1200,1905,1994,3050,7556
283,780000.0,4,2.5,3500.0,2,0,0,9,3500,0,2005,0,3920,7864
284,330000.0,3,3.0,2420.0,1,0,0,8,1740,680,1988,0,2570,13300
285,370000.0,4,2.5,2720.0,2,0,0,9,2720,0,1992,0,2410,8100
286,467000.0,5,2.25,2500.0,1,0,0,7,1850,650,1979,0,2300,9750
287,405000.0,3,1.75,1670.0,1,0,0,7,1140,530,1980,0,1670,7320
288,675000.0,5,2.25,2900.0,1,0,0,8,1450,1450,1985,0,2310,10300
289,500000.0,2,1.0,1640.0,1,0,0,7,1140,500,1954,0,1520,13527
290,389999.0,4,2.5,1890.0,2,0,0,7,1890,0,1968,0,2410,15256
291,630000.0,4,1.75,2950.0,1,0,2,8,1780,1170,1975,0,2120,9600
292,360000.0,4,2.5,2160.0,2,0,0,9,2160,0,1992,0,2280,9937
293,580000.0,4,3.0,3280.0,2,0,0,8,2270,1010,1986,0,2320,11004
294,550000.0,3,2.0,1970.0,2,0,3,8,1270,700,1929,0,2390,4166
295,879000.0,4,2.5,3360.0,2,0,0,10,3360,0,1994,0,3150,11374
296,265000.0,3,2.0,1320.0,1,0,0,7,1320,0,1993,0,1740,7316
297,446500.0,3,2.5,2650.0,2,0,0,8,2650,0,1990,0,2400,7220
298,404000.0,3,1.5,2030.0,1,0,0,7,1330,700,1963,0,2140,5592
299,267500.0,3,1.75,1590.0,1,0,2,7,1090,500,1957,0,1630,9052
300,3075000.0,4,5.0,4550.0,1,1,4,10,2600,1950,2002,0,4550,19508
301,335000.0,3,2.5,2440.0,2,0,0,8,2440,0,1998,0,2510,7903
302,576000.0,3,2.5,1940.0,1,0,0,7,970,970,1948,0,2190,7310
303,208633.0,3,2.5,2040.0,2,0,0,8,2040,0,2006,0,2370,4590
304,315000.0,3,2.25,2200.0,1,0,0,7,1120,1080,1964,0,1460,10139
305,725000.0,3,1.75,1920.0,1,0,0,8,960,960,1913,0,1740,4000
306,550000.0,4,2.75,1800.0,1,0,0,8,1400,400,1965,0,1800,8275
307,610750.0,4,2.25,2180.0,2,0,0,8,2180,0,1984,0,2250,9781
308,550700.0,2,1.0,1010.0,1,0,0,6,1010,0,1908,0,1460,5000
309,665000.0,4,2.75,3320.0,2,0,0,8,2220,1100,1960,0,2720,8330
310,834000.0,4,2.5,2370.0,1,0,2,8,1980,390,1928,0,2440,5750
311,201000.0,5,1.75,1660.0,1,0,0,6,1660,0,1915,0,1660,78408
312,2384000.0,5,2.5,3650.0,2,0,4,10,3370,280,1921,0,2880,5400
313,1384000.0,4,3.25,4290.0,1,0,3,11,2690,1600,1997,0,3860,11244
314,1400000.0,4,3.25,4290.0,1,0,3,11,2690,1600,1997,0,3860,11244
315,305000.0,4,2.25,1950.0,1,0,0,8,1350,600,1979,0,2150,7350
316,487000.0,3,2.0,2590.0,1,0,0,8,1720,870,1948,0,1570,8162
317,390000.0,3,2.5,1930.0,1,0,0,8,1930,0,1988,0,2350,57500
318,548000.0,2,1.0,1470.0,1,0,0,7,1170,300,1916,0,1570,3864
319,268750.0,4,1.0,800.0,1,0,0,6,800,0,1943,0,1310,8775
320,819900.0,5,2.75,3150.0,2,0,0,9,3150,0,2013,0,1560,8384
321,520000.0,3,2.25,2030.0,2,0,0,8,2030,0,1984,0,2660,17958
322,230000.0,3,2.0,1450.0,1,0,0,7,1450,0,2003,0,1520,9518
323,240000.0,3,1.75,1510.0,1,0,0,7,1510,0,1969,0,1510,9753
324,232000.0,2,1.0,1240.0,1,0,0,6,960,280,1922,1984,1820,7460
325,240500.0,2,1.0,1240.0,1,0,0,6,960,280,1922,1984,1820,7460
326,274975.0,3,2.5,3030.0,2,0,0,9,3030,0,1987,0,3080,35781
327,740000.0,4,2.0,2050.0,1,0,0,9,2050,0,1922,0,2320,5500
328,186375.0,3,1.0,1000.0,1,0,0,7,1000,0,1952,0,1150,7600
329,790000.0,3,2.25,2370.0,1,0,0,9,1590,780,1977,0,2500,10004
